customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1721.0,Delcine,Hansod,Female,82.0,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14.0
1722.0,Fritz,Geare,Male,52.0,1963-07-17,Cost Accountant,Financial Services,Mass Customer,N,No,4.0
1724.0,Davita,Pristnor,Female,28.0,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0
1725.0,Corena,Postlewhite,Female,80.0,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16.0
1726.0,Mariette,Alexsandrev,Female,41.0,1973-08-06,Junior Executive,Financial Services,High Net Worth,N,No,11.0
1727.0,Everard,,Male,43.0,1978-05-10,Assistant Media Planner,Entertainment,High Net Worth,N,No,6.0
1728.0,Pryce,Larner,Male,41.0,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,No,22.0
1729.0,Alla,Kyles,Female,37.0,1987-11-16,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7.0
1730.0,Tildi,Kirkup,Female,29.0,1985-12-21,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20.0
1731.0,Aigneis,MacKall,Female,26.0,1959-03-11,Health Coach III,Health,High Net Worth,N,Yes,19.0
1732.0,Elihu,Cudworth,Male,95.0,1978-07-07,Desktop Support Technician,Argiculture,Mass Customer,N,Yes,10.0
1733.0,Gothart,Coomer,Male,10.0,1986-05-26,Associate Professor,Financial Services,High Net Worth,N,No,20.0
1734.0,Adriana,Cullerne,Female,88.0,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11.0
1735.0,Sly,Offord,Male,7.0,1966-09-07,Occupational Therapist,Health,Mass Customer,N,No,8.0
1736.0,Garrek,Rowbotham,Male,83.0,1998-05-10,Associate Professor,IT,Affluent Customer,N,No,4.0
1737.0,Benny,Jammet,Female,21.0,1976-09-06,Senior Developer,Property,Affluent Customer,N,Yes,13.0
1738.0,Frankie,Seydlitz,Male,39.0,1985-04-24,Engineer II,Argiculture,High Net Worth,N,Yes,14.0
1739.0,Burnaby,Stiffkins,Male,20.0,1954-10-06,Software Consultant,Entertainment,Mass Customer,N,No,7.0
1741.0,Karlens,Carneck,Male,18.0,1994-07-11,General Manager,Financial Services,High Net Worth,N,No,3.0
1743.0,Pall,Creek,Male,80.0,1981-07-25,Director of Sales,Manufacturing,Affluent Customer,N,Yes,8.0
1744.0,Phoebe,Kahen,Female,41.0,1972-01-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,12.0
1745.0,Leigha,Clawson,Female,37.0,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0
1746.0,Kev,,Male,58.0,1962-01-05,Operator,IT,High Net Worth,N,No,6.0
1747.0,Obadiah,Fairall,Male,46.0,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0
1748.0,Skell,Oxenden,Male,83.0,1956-06-07,Recruiter,Manufacturing,Mass Customer,N,Yes,10.0
1750.0,Filbert,Evreux,Male,14.0,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,Yes,16.0
1753.0,Kerry,Ford,Female,6.0,1997-10-12,VP Product Management,Health,High Net Worth,N,Yes,1.0
1755.0,Dagmar,Panyer,Female,38.0,1986-08-23,Tax Accountant,Property,Mass Customer,N,No,20.0
1758.0,Helli,Cooksley,Female,16.0,1971-10-28,Administrative Assistant I,Argiculture,Mass Customer,N,Yes,6.0
1759.0,Quillan,Shortland,Male,52.0,1969-06-02,Biostatistician IV,Financial Services,High Net Worth,N,No,15.0
1760.0,Kelsy,Barrowcliff,Female,68.0,1966-04-27,Dental Hygienist,Health,High Net Worth,N,No,15.0
1761.0,Kassi,List,Female,96.0,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0
1762.0,Gaye,Steutly,Female,49.0,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0
1763.0,Suzie,Ornillos,Female,96.0,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0
1767.0,Cicely,Millier,Female,28.0,1959-03-10,Software Engineer IV,Manufacturing,Affluent Customer,N,Yes,19.0
1768.0,Normand,Ganderton,Male,36.0,1974-02-09,Programmer I,Manufacturing,High Net Worth,N,No,13.0
1771.0,Zarah,Santello,Female,1.0,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,N,Yes,14.0
1772.0,Michael,Foulis,Male,98.0,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,Yes,14.0
1774.0,Vidovik,Astall,Male,48.0,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,18.0
1775.0,Kimberly,Dishmon,Female,73.0,1995-10-01,Actuary,Financial Services,Affluent Customer,N,No,3.0
1776.0,Korey,Gate,Male,77.0,1978-08-26,Accountant I,Financial Services,Affluent Customer,N,No,10.0
1777.0,Lucinda,Jerok,Female,47.0,1994-05-02,Sales Representative,Retail,Affluent Customer,N,No,1.0
1779.0,Krishnah,Firmage,Male,55.0,1996-11-19,Information Systems Manager,Argiculture,Affluent Customer,N,No,5.0
1782.0,Ewen,Emes,Male,47.0,1966-12-22,Pharmacist,Health,Affluent Customer,N,Yes,9.0
1784.0,Louella,O' Timony,Female,37.0,1994-10-15,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,6.0
1785.0,Marty,Whatford,Male,23.0,1960-12-10,Clinical Specialist,Health,Mass Customer,N,No,19.0
1786.0,Lonee,Gorce,Female,70.0,1962-03-20,Administrative Assistant III,Argiculture,High Net Worth,N,Yes,11.0
1787.0,Tull,Godehard.sf,Male,2.0,1976-11-21,Executive Secretary,Retail,High Net Worth,N,Yes,13.0
1788.0,Anna-diana,Kurten,Female,79.0,1964-08-10,Account Representative IV,Financial Services,High Net Worth,N,Yes,10.0
1789.0,Talya,Darycott,Female,44.0,1986-08-29,Analog Circuit Design manager,Property,Mass Customer,N,No,9.0
1790.0,Vite,Molyneux,Male,90.0,1993-09-25,Budget/Accounting Analyst IV,Health,Affluent Customer,N,No,1.0
1791.0,Ninon,Van Der Hoog,Female,20.0,1974-12-25,Data Coordiator,IT,Affluent Customer,N,Yes,19.0
1793.0,Hewett,Handes,Male,19.0,1989-06-14,Actuary,Financial Services,Mass Customer,N,Yes,2.0
1794.0,Caro,McKirton,Female,53.0,1969-03-10,Administrative Officer,Property,Mass Customer,N,No,8.0
1795.0,Wally,Rebbeck,Male,40.0,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,N,No,7.0
1796.0,Cayla,Marcus,Female,79.0,1969-11-28,Desktop Support Technician,Manufacturing,High Net Worth,N,Yes,8.0
1798.0,Eunice,Risom,Female,46.0,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,1.0
1800.0,Dianemarie,Hatherall,Female,30.0,1955-09-23,Executive Secretary,Argiculture,High Net Worth,N,No,11.0
1801.0,Bendix,Olivella,Male,48.0,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,N,No,21.0
1802.0,Lizzie,Duke,Female,3.0,1973-04-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,7.0
1804.0,Matelda,Kordas,Female,91.0,1963-03-28,Product Engineer,Property,Affluent Customer,N,No,4.0
1805.0,Venus,Sketch,Female,90.0,1976-10-15,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,No,12.0
1808.0,Charles,Carren,Male,98.0,1965-12-15,Information Systems Manager,Retail,High Net Worth,N,No,17.0
1809.0,Reba,Southon,Female,67.0,1961-01-26,Programmer II,Health,Mass Customer,N,Yes,19.0
1810.0,Royall,Terris,Male,98.0,1959-05-06,Geological Engineer,Manufacturing,High Net Worth,N,No,16.0
1812.0,Daffi,Sewley,Female,20.0,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,No,14.0
1813.0,Reeva,Eakeley,Female,45.0,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0
1814.0,Shawn,Platfoot,Female,33.0,1988-08-18,Web Designer IV,Retail,Affluent Customer,N,No,17.0
1815.0,Bab,Bingall,Female,23.0,1954-03-26,Software Test Engineer I,Argiculture,Mass Customer,N,Yes,19.0
1818.0,Katha,Lockhurst,Female,64.0,1967-04-01,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,11.0
1819.0,Deedee,Fransinelli,Female,26.0,1994-11-23,Graphic Designer,Entertainment,Mass Customer,N,Yes,8.0
1820.0,Yard,Teeney,Male,12.0,1996-04-02,Software Engineer II,IT,Affluent Customer,N,No,5.0
1821.0,Fields,Bayne,Male,89.0,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,Yes,15.0
1824.0,Robbie,Yakubovics,Female,12.0,1959-10-12,Safety Technician III,Manufacturing,Affluent Customer,N,Yes,5.0
1825.0,Arv,Whitsey,Male,82.0,1967-02-14,VP Quality Control,Financial Services,Mass Customer,N,Yes,17.0
1826.0,Jareb,Langcaster,Male,33.0,1961-01-10,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7.0
1827.0,Stormie,Smyth,Female,92.0,1978-01-15,Sales Representative,Retail,Affluent Customer,N,Yes,18.0
1828.0,Leigha,Bacchus,Female,65.0,1987-12-02,Junior Executive,Manufacturing,Affluent Customer,N,No,14.0
1830.0,Nathan,Antognazzi,Male,98.0,1985-04-30,Software Consultant,Manufacturing,High Net Worth,N,No,12.0
1831.0,Lisle,Yokel,Male,58.0,1977-11-13,Social Worker,Health,Mass Customer,N,No,15.0
1832.0,Elicia,Normanvill,Female,53.0,1964-11-05,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,12.0
1833.0,Klemens,Eite,Male,67.0,1967-03-15,Actuary,Financial Services,High Net Worth,N,Yes,19.0
1834.0,Otes,Gottelier,Male,84.0,1977-06-30,Director of Sales,Financial Services,High Net Worth,N,Yes,11.0
1835.0,Rodrigo,Felce,Male,48.0,1993-06-30,Financial Advisor,Financial Services,Affluent Customer,N,Yes,1.0
1836.0,Rochella,Harce,Female,54.0,1955-06-05,Research Nurse,Health,Mass Customer,N,Yes,13.0
1837.0,Tirrell,Cosgreave,Male,9.0,1973-12-29,Account Coordinator,Manufacturing,Mass Customer,N,Yes,19.0
1838.0,Jobina,Dudenie,Female,14.0,1964-11-25,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,12.0
1839.0,Faythe,Rance,Female,60.0,1987-05-08,Internal Auditor,Entertainment,High Net Worth,N,Yes,5.0
1840.0,Sherman,Gullen,Male,22.0,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,Yes,20.0
1841.0,Nathanial,D'Ambrogi,Male,63.0,1995-10-22,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2.0
1842.0,Ephrayim,Beville,Male,89.0,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8.0
1845.0,Pascal,Veronique,Male,34.0,1978-01-16,General Manager,Financial Services,Mass Customer,N,No,6.0
1846.0,Lorette,Daspar,Female,4.0,1978-12-18,Senior Editor,Manufacturing,Affluent Customer,N,No,7.0
1847.0,Bobinette,Stanaway,Female,68.0,1978-02-04,Executive Secretary,Manufacturing,Mass Customer,N,No,6.0
1848.0,Dev,Caghan,Male,22.0,1976-11-25,Information Systems Manager,Manufacturing,Mass Customer,N,No,9.0
1850.0,Dare,Wasling,Male,4.0,1978-05-16,Biostatistician II,Manufacturing,High Net Worth,N,No,7.0
1852.0,Darby,Shailer,Female,22.0,1978-01-21,Research Associate,Manufacturing,Affluent Customer,N,No,18.0
1855.0,Foss,Yanele,Male,2.0,1971-07-08,Librarian,Entertainment,Mass Customer,N,Yes,18.0
1856.0,Toni,Harbidge,Female,57.0,1969-07-20,Associate Professor,Retail,Mass Customer,N,No,4.0
1857.0,Purcell,Chinnery,Male,57.0,1968-09-20,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,5.0
1858.0,Gabriella,,Female,30.0,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0
1859.0,Melamie,Hardman,Female,81.0,1990-04-08,Accountant IV,IT,High Net Worth,N,Yes,12.0
1860.0,Holly-anne,Hamman,Female,4.0,1976-12-28,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,17.0
1861.0,Charlena,Muzzi,Female,26.0,1967-07-18,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8.0
1863.0,Adelbert,Doelle,Male,10.0,1978-05-11,VP Product Management,Telecommunications,High Net Worth,N,No,20.0
1864.0,Anet,Pellitt,Female,45.0,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,N,No,18.0
1866.0,Huberto,Bazylets,Male,27.0,1992-10-07,Marketing Manager,Manufacturing,Mass Customer,N,No,2.0
1868.0,Aloisia,Ivel,Female,11.0,1988-06-22,Assistant Manager,Retail,Mass Customer,N,No,10.0
1869.0,Neda,Longfellow,Female,73.0,1977-10-19,Geologist IV,Financial Services,High Net Worth,N,Yes,9.0
1871.0,Shayna,McQuin,Female,52.0,1994-01-23,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0
1872.0,Leif,Feeney,Male,75.0,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14.0
1873.0,Raul,Cabrer,Male,49.0,1992-07-09,General Manager,Manufacturing,Affluent Customer,N,Yes,4.0
1875.0,Amory,Bohler,Male,4.0,1959-01-11,Staff Scientist,Retail,High Net Worth,N,Yes,19.0
1876.0,Borden,Wooles,Male,16.0,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,N,No,21.0
1877.0,Radcliffe,Bartolomeoni,Male,13.0,1966-09-09,Associate Professor,Financial Services,High Net Worth,N,Yes,16.0
1878.0,Pen,Hedgecock,Male,6.0,1954-11-06,Account Coordinator,Health,Affluent Customer,N,No,10.0
1879.0,Kermy,Heningam,Male,4.0,1967-04-25,Account Representative I,Manufacturing,High Net Worth,N,No,5.0
1882.0,Justin,Ragless,Male,86.0,1964-05-05,Account Executive,Manufacturing,Affluent Customer,N,No,10.0
1885.0,Jerome,Sheavills,Male,18.0,1982-10-27,Software Consultant,Health,High Net Worth,N,Yes,11.0
1886.0,Eugenie,Belcham,Female,35.0,1978-09-22,Nurse,IT,Affluent Customer,N,No,18.0
1887.0,Kynthia,Purcer,Female,22.0,1965-06-22,Director of Sales,IT,Affluent Customer,N,Yes,8.0
1888.0,Sibyl,Scholtz,Female,67.0,2002-01-26,Food Chemist,Health,Mass Customer,N,Yes,1.0
1889.0,Dare,,Male,98.0,1973-07-07,Quality Control Specialist,Retail,Affluent Customer,N,No,11.0
1890.0,Carce,Gunthorp,Male,89.0,1972-10-08,Analyst Programmer,Financial Services,Mass Customer,N,No,7.0
1891.0,Neville,Bloyes,Male,6.0,1990-03-02,Marketing Manager,Retail,Mass Customer,N,Yes,19.0
1894.0,Patten,Laytham,Male,86.0,1976-04-01,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,17.0
1895.0,Leese,Lohan,Female,53.0,1975-09-02,Technical Writer,Manufacturing,Mass Customer,N,No,15.0
1898.0,Katalin,Mantz,Female,67.0,1979-11-24,Developer III,Manufacturing,Affluent Customer,N,Yes,12.0
1900.0,Noland,Larder,Male,67.0,1980-08-15,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19.0
1901.0,Vail,Southernwood,Male,40.0,1977-08-22,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,No,8.0
1902.0,Camille,Vallintine,Female,48.0,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,Yes,4.0
1904.0,Nert,Muglestone,Female,60.0,1978-01-25,Technical Writer,IT,High Net Worth,N,Yes,14.0
1905.0,Corabelle,,Female,21.0,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,N,No,15.0
1906.0,Waylan,Katte,Male,69.0,1988-04-24,Product Engineer,Retail,Mass Customer,N,No,22.0
1907.0,Lind,Dredge,Male,69.0,1974-11-04,VP Sales,Health,High Net Worth,N,No,18.0
1908.0,Jaquelyn,Workman,Female,2.0,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,N,Yes,6.0
1909.0,Drucill,Laurand,Female,32.0,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13.0
1910.0,Yovonnda,Warrior,Female,20.0,1959-07-13,Systems Administrator I,Property,High Net Worth,N,Yes,14.0
1911.0,Hallsy,De Leek,Male,22.0,1980-06-08,Director of Sales,Manufacturing,Mass Customer,N,No,3.0
1912.0,Hall,Grouer,Male,36.0,1992-11-04,Account Coordinator,Manufacturing,High Net Worth,N,No,7.0
1913.0,Tamiko,Fergie,Female,36.0,1973-11-02,Dental Hygienist,Health,Mass Customer,N,Yes,17.0
1914.0,Clyve,Sandwick,Male,72.0,1968-06-21,VP Product Management,Financial Services,Mass Customer,N,No,5.0
1915.0,Dusty,Tesimon,Female,40.0,1953-10-12,Social Worker,Health,Mass Customer,N,Yes,12.0
1916.0,Redd,O'Crowley,Male,71.0,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0
1917.0,Raquela,Schimpke,Female,7.0,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8.0
1919.0,Bartie,Hartburn,Male,40.0,1960-12-23,VP Product Management,Argiculture,Mass Customer,N,Yes,19.0
1920.0,Rutter,Marlen,Male,29.0,1988-01-06,Sales Associate,Financial Services,Mass Customer,N,No,13.0
1923.0,Immanuel,Farlamb,Male,52.0,1970-08-23,Health Coach IV,Health,Mass Customer,N,No,9.0
1926.0,Stefano,Menhenitt,Male,72.0,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10.0
1927.0,Masha,Bibbie,Female,11.0,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8.0
1928.0,Sully,Dorling,Male,2.0,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13.0
1929.0,Elka,Crossgrove,Female,79.0,1986-10-12,Food Chemist,Health,Affluent Customer,N,No,20.0
1930.0,Ambrose,Bleasby,Male,27.0,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3.0
1931.0,Boris,Syres,Male,85.0,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,6.0
1932.0,Sybila,Enefer,Female,98.0,1977-01-03,Librarian,Entertainment,Affluent Customer,N,Yes,3.0
1933.0,Ephraim,Fulep,Male,72.0,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18.0
1936.0,Gisella,Scad,Female,36.0,1964-07-08,Junior Executive,Manufacturing,Mass Customer,N,Yes,12.0
1937.0,Renaud,Gahagan,Male,69.0,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,19.0
1940.0,Gabriellia,Coulter,Female,52.0,1977-03-02,Teacher,Manufacturing,High Net Worth,N,Yes,8.0
1941.0,Dmitri,Eleshenar,Male,83.0,1992-05-23,Librarian,Entertainment,Mass Customer,N,No,2.0
1942.0,Abe,Townby,Male,49.49738219895288,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,N,No,19.0
1943.0,Armstrong,Style,Male,35.0,1985-10-03,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13.0
1944.0,Gregory,Balchin,Male,73.0,1980-07-30,Programmer III,Argiculture,High Net Worth,N,Yes,8.0
1947.0,Gretta,Patrone,Female,66.0,1963-12-11,Geologist II,Telecommunications,Affluent Customer,N,Yes,18.0
1949.0,Onida,Cockshot,Female,9.0,1954-05-10,Legal Assistant,Manufacturing,Mass Customer,N,No,7.0
1950.0,Berne,Fulkes,Male,27.0,1963-10-07,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19.0
1951.0,Rockie,MacCosty,Male,93.0,2000-06-07,Health Coach II,Manufacturing,Mass Customer,N,Yes,2.0
1952.0,Patrica,Donativo,Female,35.0,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0
1953.0,Luisa,McGlue,Female,23.0,1978-06-05,Paralegal,Financial Services,High Net Worth,N,No,12.0
1954.0,Greg,Iacovo,Male,88.0,1967-11-29,VP Sales,Manufacturing,Affluent Customer,N,No,5.0
1956.0,Omero,Murra,Male,36.0,1994-07-08,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3.0
1957.0,Gary,Eager,Male,1.0,1977-09-19,Accountant IV,Property,Affluent Customer,N,No,4.0
1959.0,Arlen,Klossek,Male,3.0,1978-09-18,Director of Sales,Health,Mass Customer,N,Yes,16.0
1962.0,Paddie,Grunder,Male,13.0,1977-11-01,Sales Representative,Retail,Mass Customer,N,Yes,22.0
1963.0,Syman,Trimnell,Male,81.0,1998-03-18,Biostatistician I,Argiculture,Mass Customer,N,Yes,4.0
1964.0,Cara,Campbell-Dunlop,Female,60.0,1964-06-19,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,9.0
1965.0,Bendicty,Powrie,Male,81.0,1973-12-14,Web Designer III,Retail,Mass Customer,N,Yes,3.0
1967.0,Nomi,,Female,88.0,1985-11-19,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,17.0
1968.0,Frederica,Hughman,Female,31.0,1994-06-12,Librarian,Entertainment,Mass Customer,N,No,1.0
1969.0,Dimitry,Kunkler,Male,54.0,1961-07-06,Teacher,IT,Mass Customer,N,Yes,19.0
1970.0,Carl,Eyre,Male,51.0,1982-08-23,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7.0
1973.0,Fanni,Liffe,Female,52.0,1980-01-11,Media Manager IV,Financial Services,High Net Worth,N,No,5.0
1975.0,Tommie,Midden,Female,39.0,1965-10-19,Product Engineer,Health,Affluent Customer,N,No,4.0
1976.0,Letitia,Coan,Female,84.0,1975-08-16,Product Engineer,Manufacturing,Mass Customer,N,No,11.0
1978.0,Marge,Skerm,Female,53.0,1955-01-06,Dental Hygienist,Health,Mass Customer,N,No,16.0
1979.0,Ephrem,Cariss,Male,98.0,1960-05-15,Statistician III,Manufacturing,Mass Customer,N,Yes,11.0
1980.0,Kenneth,Viall,Male,97.0,1992-06-20,Food Chemist,Health,High Net Worth,N,Yes,7.0
1982.0,Julee,Hallewell,Female,80.0,1968-03-30,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16.0
1983.0,Kimberlee,Soonhouse,Female,6.0,1963-03-10,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,18.0
1984.0,Hewett,Alessandretti,Male,70.0,1999-06-01,Information Systems Manager,Health,Mass Customer,N,Yes,1.0
1987.0,Jacobo,Rosenblum,Male,56.0,1956-06-08,Research Associate,Health,Affluent Customer,N,No,8.0
1988.0,Kelwin,Goldsmith,Male,27.0,1957-04-15,Recruiting Manager,Property,Mass Customer,N,No,8.0
1989.0,Emalee,Guitel,Female,46.0,1973-07-21,Graphic Designer,Property,High Net Worth,N,Yes,17.0
1991.0,Tobe,Godrich,Male,35.0,1993-09-27,Research Nurse,Health,Mass Customer,N,Yes,8.0
1992.0,Shanta,Attrill,Female,28.0,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0
1996.0,Filmer,Furby,Male,4.0,1985-12-29,Structural Engineer,Manufacturing,Mass Customer,N,No,4.0
1998.0,Hamil,Britch,Male,13.0,1975-03-26,Media Manager IV,Manufacturing,High Net Worth,N,No,21.0
1999.0,Raquel,Bamlett,Female,6.0,1962-08-16,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0
2001.0,Mada,Martinho,Female,21.0,1977-10-06,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3.0
2002.0,Matilde,Hamsher,Female,55.0,1971-06-20,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12.0
2003.0,Lilli,Hargey,Female,80.0,1962-06-21,Statistician III,Manufacturing,High Net Worth,N,Yes,8.0
2004.0,Brandy,Showering,Male,16.0,1963-06-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10.0
2005.0,Marina,McElwee,Female,41.0,1978-08-20,Accountant I,Manufacturing,High Net Worth,N,No,17.0
2006.0,Hyacinthia,Tuley,Female,33.0,1999-10-04,Senior Developer,Property,High Net Worth,N,Yes,2.0
2007.0,Gail,Scarrisbrick,Male,8.0,1970-04-13,Programmer I,Manufacturing,Mass Customer,N,Yes,15.0
2008.0,Jamill,Cudd,Male,77.0,1993-07-27,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3.0
2009.0,Neilla,Castrillo,Female,19.0,1960-03-16,Staff Accountant IV,Health,Affluent Customer,N,Yes,19.0
2010.0,Duff,Guyer,Male,88.0,1974-01-31,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7.0
2011.0,Guthrie,MacAne,Male,68.0,1978-01-22,VP Sales,Manufacturing,High Net Worth,N,Yes,12.0
2012.0,Maisey,Lavell,Female,55.0,1972-09-07,Health Coach I,Health,High Net Worth,N,No,4.0
2013.0,Marge,Girault,Female,99.0,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,19.0
2014.0,Sandye,Avraam,Female,49.0,1990-05-25,Associate Professor,Manufacturing,Mass Customer,N,Yes,8.0
2015.0,Charyl,Sibson,Female,6.0,1974-02-19,Health Coach IV,Health,Affluent Customer,N,No,7.0
2016.0,Laraine,Merioth,Female,89.0,1998-11-19,Executive Secretary,Retail,Affluent Customer,N,Yes,1.0
2017.0,Ezri,Sadry,Male,67.0,1995-02-11,Programmer II,Financial Services,Affluent Customer,N,Yes,6.0
2018.0,Richie,Matts,Male,80.0,1963-01-30,Senior Developer,Financial Services,Affluent Customer,N,No,12.0
2019.0,Neda,Perkis,Female,48.0,1953-09-13,VP Marketing,Entertainment,High Net Worth,N,No,17.0
2020.0,Portia,Proudlock,Female,50.0,1971-05-06,Biostatistician IV,Property,Affluent Customer,N,Yes,14.0
2024.0,Elinor,Biggerstaff,Female,69.0,2000-07-14,VP Sales,IT,Mass Customer,N,Yes,2.0
2026.0,Anabelle,Rogerson,Female,62.0,1987-09-18,Structural Engineer,Property,Mass Customer,N,Yes,7.0
2028.0,Cathy,Parmley,Female,25.0,1976-12-10,Director of Sales,Retail,Affluent Customer,N,Yes,18.0
2029.0,Charlie,Hastilow,Male,10.0,1992-03-10,Nurse,Manufacturing,Mass Customer,N,No,7.0
2030.0,Xymenes,Sprull,Male,3.0,1961-01-09,Administrative Officer,Property,High Net Worth,N,No,15.0
2032.0,Theodore,Chicchelli,Male,98.0,1983-09-09,Quality Control Specialist,Property,Mass Customer,N,Yes,9.0
2033.0,Mar,Philippon,Male,36.0,1971-08-31,Dental Hygienist,Health,High Net Worth,N,No,10.0
2034.0,June,Haslam,Female,87.0,1974-01-10,Speech Pathologist,Manufacturing,Mass Customer,N,No,8.0
2035.0,Kylie,Terese,Male,40.0,1979-06-01,Senior Developer,Health,Mass Customer,N,No,19.0
2037.0,Irwin,Ryall,Male,19.0,1989-01-04,VP Marketing,IT,Mass Customer,N,No,6.0
2038.0,Fae,Done,Female,9.0,1959-11-26,Structural Engineer,Financial Services,Mass Customer,N,Yes,5.0
2039.0,Laureen,Blower,Female,38.0,1978-03-26,Senior Developer,IT,High Net Worth,N,Yes,7.0
2040.0,Gal,Scardafield,Male,25.0,1969-09-05,VP Sales,Retail,Affluent Customer,N,Yes,12.0
2041.0,Mort,Heath,Male,52.0,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,17.0
2042.0,Bendix,Cooke,Male,65.0,1968-08-14,Registered Nurse,Health,Mass Customer,N,No,17.0
2044.0,Leyla,Eddington,Female,84.0,1998-08-02,Quality Engineer,Health,Mass Customer,N,Yes,1.0
2045.0,Hermina,Franzel,Female,15.0,1984-07-03,VP Sales,Financial Services,High Net Worth,N,No,15.0
2047.0,Kirsten,Slegg,Female,45.0,1975-04-13,Paralegal,Financial Services,Affluent Customer,N,Yes,21.0
